Record Date,Security Type Description,Security Class Description,Securities Outstanding Amount,Transactions Month,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2007-03-31,Savings Bond,I,3282669149.87,200703,3,2007,2,2007,1,03,31
2007-03-31,Marketable,Bill,4561477000.00,200703,4,2007,2,2007,1,03,31
2007-03-31,Marketable,Bond,16385000.00,200703,5,2007,2,2007,1,03,31
2007-03-31,Marketable,Note,753253000.00,200703,6,2007,2,2007,1,03,31
2007-03-31,Marketable,TIPS,112788000.00,200703,7,2007,2,2007,1,03,31
2007-02-28,Savings Bond,E,8183733.29,200702,1,2007,2,2007,1,02,28
2007-02-28,Savings Bond,EE,427354545.97,200702,2,2007,2,2007,1,02,28
2007-02-28,Savings Bond,I,3282089103.38,200702,3,2007,2,2007,1,02,28
2007-02-28,Marketable,Bill,4359592000.00,200702,4,2007,2,2007,1,02,28
2007-02-28,Marketable,Bond,16077000.00,200702,5,2007,2,2007,1,02,28
2007-02-28,Marketable,Note,748934000.00,200702,6,2007,2,2007,1,02,28
2007-02-28,Marketable,TIPS,113115000.00,200702,7,2007,2,2007,1,02,28
2007-01-31,Savings Bond,E,8093720.95,200701,1,2007,2,2007,1,01,31
2007-01-31,Savings Bond,EE,413478801.03,200701,2,2007,2,2007,1,01,31
2007-01-31,Savings Bond,I,3296135557.52,200701,3,2007,2,2007,1,01,31
2007-01-31,Marketable,Bill,4038618000.00,200701,4,2007,2,2007,1,01,31
2007-01-31,Marketable,Bond,13503000.00,200701,5,2007,2,2007,1,01,31
2007-01-31,Marketable,Note,722304000.00,200701,6,2007,2,2007,1,01,31
2007-01-31,Marketable,TIPS,112543000.00,200701,7,2007,2,2007,1,01,31
2006-12-31,Savings Bond,E,8360588.29,200612,1,2007,1,2006,4,12,31
2006-12-31,Savings Bond,EE,400115887.55,200612,2,2007,1,2006,4,12,31
2006-12-31,Savings Bond,I,3333505764.65,200612,3,2007,1,2006,4,12,31
2006-12-31,Marketable,Bill,3934765000.00,200612,4,2007,1,2006,4,12,31
2006-12-31,Marketable,Bond,13359000.00,200612,5,2007,1,2006,4,12,31
2006-12-31,Marketable,Note,677073000.00,200612,6,2007,1,2006,4,12,31
2006-12-31,Marketable,TIPS,106647000.00,200612,7,2007,1,2006,4,12,31
2006-11-30,Savings Bond,I,3332154170.97,200611,3,2007,1,2006,4,11,30
2006-11-30,Savings Bond,E,8101332.45,200611,1,2007,1,2006,4,11,30
2006-11-30,Savings Bond,EE,388855244.35,200611,2,2007,1,2006,4,11,30
2006-11-30,Marketable,Bill,3993666000.00,200611,4,2007,1,2006,4,11,30
2006-11-30,Marketable,Bond,13223000.00,200611,5,2007,1,2006,4,11,30
2006-11-30,Marketable,Note,675743000.00,200611,6,2007,1,2006,4,11,30
2006-11-30,Marketable,TIPS,106666000.00,200611,7,2007,1,2006,4,11,30
2006-10-31,Savings Bond,E,7486626.58,200610,1,2007,1,2006,4,10,31
2006-10-31,Savings Bond,EE,378056037.73,200610,2,2007,1,2006,4,10,31
2006-10-31,Savings Bond,I,3351857841.13,200610,3,2007,1,2006,4,10,31
2006-10-31,Marketable,Bill,3836903000.00,200610,4,2007,1,2006,4,10,31
2006-10-31,Marketable,Bond,13255000.00,200610,5,2007,1,2006,4,10,31
2006-10-31,Marketable,Note,638550000.00,200610,6,2007,1,2006,4,10,31
2006-10-31,Marketable,TIPS,106425000.00,200610,7,2007,1,2006,4,10,31
2006-09-30,Savings Bond,E,6717288.21,200609,1,2006,4,2006,3,09,30
2006-09-30,Savings Bond,EE,366362190.25,200609,2,2006,4,2006,3,09,30
2006-09-30,Savings Bond,I,3347959443.79,200609,3,2006,4,2006,3,09,30
2006-09-30,Marketable,Bill,3886635000.00,200609,4,2006,4,2006,3,09,30
2006-09-30,Marketable,Bond,12175000.00,200609,5,2006,4,2006,3,09,30
2006-09-30,Marketable,Note,603016000.00,200609,6,2006,4,2006,3,09,30
2006-09-30,Marketable,TIPS,93163000.00,200609,7,2006,4,2006,3,09,30
2006-08-31,Savings Bond,E,6318339.00,200608,1,2006,4,2006,3,08,31
2006-08-31,Savings Bond,EE,353492470.64,200608,2,2006,4,2006,3,08,31
2006-08-31,Savings Bond,I,3339411328.11,200608,3,2006,4,2006,3,08,31
2006-08-31,Marketable,Bill,3840250000.00,200608,4,2006,4,2006,3,08,31
2006-08-31,Marketable,Bond,12158000.00,200608,5,2006,4,2006,3,08,31
2006-08-31,Marketable,Note,597364000.00,200608,6,2006,4,2006,3,08,31
2006-08-31,Marketable,TIPS,92008000.00,200608,7,2006,4,2006,3,08,31
2006-07-31,Savings Bond,E,5612085.94,200607,1,2006,4,2006,3,07,31
2006-07-31,Savings Bond,EE,341969757.90,200607,2,2006,4,2006,3,07,31
2006-07-31,Savings Bond,I,3338013147.32,200607,3,2006,4,2006,3,07,31
2006-07-31,Marketable,Bill,3690205000.00,200607,4,2006,4,2006,3,07,31
2006-07-31,Marketable,Bond,9628000.00,200607,5,2006,4,2006,3,07,31
2006-07-31,Marketable,Note,538316000.00,200607,6,2006,4,2006,3,07,31
2006-07-31,Marketable,TIPS,90875000.00,200607,7,2006,4,2006,3,07,31
2006-06-30,Savings Bond,E,5289198.16,200606,1,2006,3,2006,2,06,30
2006-06-30,Savings Bond,EE,335498532.97,200606,2,2006,3,2006,2,06,30
2006-06-30,Savings Bond,I,3321443932.35,200606,3,2006,3,2006,2,06,30
2006-06-30,Marketable,Bill,3361032000.00,200606,4,2006,3,2006,2,06,30
2006-06-30,Marketable,Bond,10546000.00,200606,5,2006,3,2006,2,06,30
2006-06-30,Marketable,Note,510068000.00,200606,6,2006,3,2006,2,06,30
2006-06-30,Marketable,TIPS,76809000.00,200606,7,2006,3,2006,2,06,30
2006-05-31,Savings Bond,E,5242955.67,200605,1,2006,3,2006,2,05,31
2006-05-31,Savings Bond,EE,328695292.31,200605,2,2006,3,2006,2,05,31
2006-05-31,Savings Bond,I,3299688078.36,200605,3,2006,3,2006,2,05,31
2006-05-31,Marketable,Bill,3116782000.00,200605,4,2006,3,2006,2,05,31
2006-05-31,Marketable,Bond,10373000.00,200605,5,2006,3,2006,2,05,31
2006-05-31,Marketable,Note,455329000.00,200605,6,2006,3,2006,2,05,31
2006-05-31,Marketable,TIPS,75736000.00,200605,7,2006,3,2006,2,05,31
2006-04-30,Savings Bond,E,5128440.31,200604,1,2006,3,2006,2,04,30
2006-04-30,Savings Bond,EE,323064804.73,200604,2,2006,3,2006,2,04,30
2006-04-30,Savings Bond,I,3270441530.98,200604,3,2006,3,2006,2,04,30
2006-04-30,Marketable,Bill,2829922000.00,200604,4,2006,3,2006,2,04,30
2006-04-30,Marketable,Bond,9223000.00,200604,5,2006,3,2006,2,04,30
2006-04-30,Marketable,Note,386714000.00,200604,6,2006,3,2006,2,04,30
2006-04-30,Marketable,TIPS,75887000.00,200604,7,2006,3,2006,2,04,30
2006-03-31,Savings Bond,E,4756777.46,200603,1,2006,2,2006,1,03,31
2006-03-31,Savings Bond,EE,317644679.73,200603,2,2006,2,2006,1,03,31
2006-03-31,Savings Bond,I,3163102385.66,200603,3,2006,2,2006,1,03,31
2006-03-31,Marketable,Bill,2484843000.00,200603,4,2006,2,2006,1,03,31
2006-03-31,Marketable,Bond,8535000.00,200603,5,2006,2,2006,1,03,31
2006-03-31,Marketable,Note,380135000.00,200603,6,2006,2,2006,1,03,31
2006-03-31,Marketable,TIPS,56215000.00,200603,7,2006,2,2006,1,03,31
2006-02-28,Savings Bond,E,4169343.57,200602,1,2006,2,2006,1,02,28
2006-02-28,Savings Bond,EE,309156567.07,200602,2,2006,2,2006,1,02,28
2006-02-28,Savings Bond,I,3011282297.71,200602,3,2006,2,2006,1,02,28
2006-02-28,Marketable,Bill,1905836000.00,200602,4,2006,2,2006,1,02,28
2006-02-28,Marketable,Bond,8082000.00,200602,5,2006,2,2006,1,02,28
2006-02-28,Marketable,Note,340263000.00,200602,6,2006,2,2006,1,02,28
2006-02-28,Marketable,TIPS,52357000.00,200602,7,2006,2,2006,1,02,28
2006-01-31,Savings Bond,E,4077468.22,200601,1,2006,2,2006,1,01,31
2006-01-31,Savings Bond,EE,301304843.41,200601,2,2006,2,2006,1,01,31
2006-01-31,Savings Bond,I,2843862777.04,200601,3,2006,2,2006,1,01,31
2006-01-31,Marketable,Bill,1394387000.00,200601,4,2006,2,2006,1,01,31
2006-01-31,Marketable,Bond,5114000.00,200601,5,2006,2,2006,1,01,31
2006-01-31,Marketable,Note,269302000.00,200601,6,2006,2,2006,1,01,31
2006-01-31,Marketable,TIPS,43363000.00,200601,7,2006,2,2006,1,01,31
2005-12-31,Savings Bond,E,3413826.54,200512,1,2006,1,2005,4,12,31
2005-12-31,Savings Bond,EE,292092570.68,200512,2,2006,1,2005,4,12,31
2005-12-31,Savings Bond,I,2511156503.91,200512,3,2006,1,2005,4,12,31
2005-12-31,Marketable,Bill,919487000.00,200512,4,2006,1,2005,4,12,31
2005-12-31,Marketable,Bond,2411000.00,200512,5,2006,1,2005,4,12,31
2005-12-31,Marketable,Note,125330000.00,200512,6,2006,1,2005,4,12,31
2005-12-31,Marketable,TIPS,23755000.00,200512,7,2006,1,2005,4,12,31
2005-11-30,Savings Bond,E,2487233.56,200511,1,2006,1,2005,4,11,30
2005-11-30,Savings Bond,EE,281841821.80,200511,2,2006,1,2005,4,11,30
2005-11-30,Savings Bond,I,2249603508.30,200511,3,2006,1,2005,4,11,30
2005-11-30,Marketable,Bill,496723000.00,200511,4,2006,1,2005,4,11,30
2005-11-30,Marketable,Bond,1228000.00,200511,5,2006,1,2005,4,11,30
2005-11-30,Marketable,Note,83682000.00,200511,6,2006,1,2005,4,11,30
2005-11-30,Marketable,TIPS,16931000.00,200511,7,2006,1,2005,4,11,30
2005-10-31,Savings Bond,E,2173444.74,200510,1,2006,1,2005,4,10,31
2005-10-31,Savings Bond,EE,275310778.92,200510,2,2006,1,2005,4,10,31
2005-10-31,Savings Bond,I,1925225975.10,200510,3,2006,1,2005,4,10,31
2005-10-31,Marketable,Bill,114535000.00,200510,4,2006,1,2005,4,10,31
2005-10-31,Marketable,Note,7568000.00,200510,5,2006,1,2005,4,10,31
2005-10-31,Marketable,TIPS,5697000.00,200510,6,2006,1,2005,4,10,31
2005-09-30,Savings Bond,E,1834721.20,200509,1,2005,4,2005,3,09,30
2005-09-30,Savings Bond,EE,267334796.51,200509,2,2005,4,2005,3,09,30
2005-09-30,Savings Bond,I,1772581165.49,200509,3,2005,4,2005,3,09,30
2005-08-31,Savings Bond,E,1559372.56,200508,1,2005,4,2005,3,08,31
2005-08-31,Savings Bond,EE,260370561.18,200508,2,2005,4,2005,3,08,31
2005-08-31,Savings Bond,I,1726064741.58,200508,3,2005,4,2005,3,08,31
2005-07-31,Savings Bond,E,1056317.47,200507,1,2005,4,2005,3,07,31
2005-07-31,Savings Bond,EE,250438905.09,200507,2,2005,4,2005,3,07,31
2005-07-31,Savings Bond,I,1665842953.32,200507,3,2005,4,2005,3,07,31
2005-06-30,Savings Bond,E,732699.25,200506,1,2005,3,2005,2,06,30
2005-06-30,Savings Bond,EE,243021955.66,200506,2,2005,3,2005,2,06,30
2005-06-30,Savings Bond,I,1603521338.98,200506,3,2005,3,2005,2,06,30
2005-05-31,Savings Bond,E,408694.36,200505,1,2005,3,2005,2,05,31
2005-05-31,Savings Bond,EE,231420186.29,200505,2,2005,3,2005,2,05,31
2005-05-31,Savings Bond,I,1521011535.55,200505,3,2005,3,2005,2,05,31
2005-04-30,Savings Bond,E,150830.52,200504,1,2005,3,2005,2,04,30
2005-04-30,Savings Bond,EE,221900244.02,200504,2,2005,3,2005,2,04,30
2005-04-30,Savings Bond,I,1391275702.51,200504,3,2005,3,2005,2,04,30
2005-03-31,Savings Bond,E,17051.75,200503,1,2005,2,2005,1,03,31
2005-03-31,Savings Bond,EE,191203469.50,200503,2,2005,2,2005,1,03,31
2005-03-31,Savings Bond,I,1355144105.68,200503,3,2005,2,2005,1,03,31
2005-02-28,Savings Bond,E,16906.15,200502,1,2005,2,2005,1,02,28
2005-02-28,Savings Bond,EE,184128422.22,200502,2,2005,2,2005,1,02,28
2005-02-28,Savings Bond,I,1324696681.43,200502,3,2005,2,2005,1,02,28
2005-01-31,Savings Bond,E,16856.03,200501,1,2005,2,2005,1,01,31
2005-01-31,Savings Bond,EE,176793123.21,200501,2,2005,2,2005,1,01,31
2005-01-31,Savings Bond,I,1288457253.99,200501,3,2005,2,2005,1,01,31
2004-12-31,Savings Bond,E,16267.27,200412,1,2005,1,2004,4,12,31
2004-12-31,Savings Bond,EE,156853944.39,200412,2,2005,1,2004,4,12,31
2004-12-31,Savings Bond,I,1206505075.68,200412,3,2005,1,2004,4,12,31
2004-11-30,Savings Bond,EE,145238877.51,200411,1,2005,1,2004,4,11,30
2004-11-30,Savings Bond,I,1141931581.07,200411,2,2005,1,2004,4,11,30
2004-10-31,Savings Bond,EE,133455609.56,200410,1,2005,1,2004,4,10,31
2004-10-31,Savings Bond,I,1075434812.41,200410,2,2005,1,2004,4,10,31
2004-09-30,Savings Bond,EE,128650514.50,200409,1,2004,4,2004,3,09,30
2004-09-30,Savings Bond,I,1054530779.23,200409,2,2004,4,2004,3,09,30
2004-08-31,Savings Bond,EE,123859420.87,200408,1,2004,4,2004,3,08,31
2004-08-31,Savings Bond,I,1029934926.04,200408,2,2004,4,2004,3,08,31
2004-07-31,Savings Bond,EE,117975767.04,200407,1,2004,4,2004,3,07,31
2004-07-31,Savings Bond,I,998651787.33,200407,2,2004,4,2004,3,07,31
2004-06-30,Savings Bond,EE,111137354.41,200406,1,2004,3,2004,2,06,30
2004-06-30,Savings Bond,I,964418076.69,200406,2,2004,3,2004,2,06,30
2004-05-31,Savings Bond,EE,103189910.60,200405,1,2004,3,2004,2,05,31
2004-05-31,Savings Bond,I,921182581.91,200405,2,2004,3,2004,2,05,31
2004-04-30,Savings Bond,EE,93683119.95,200404,1,2004,3,2004,2,04,30
2004-04-30,Savings Bond,I,858379256.97,200404,2,2004,3,2004,2,04,30
2004-03-31,Savings Bond,EE,84301542.64,200403,1,2004,2,2004,1,03,31
2004-03-31,Savings Bond,I,838014125.09,200403,2,2004,2,2004,1,03,31
2004-02-29,Savings Bond,EE,73356643.21,200402,1,2004,2,2004,1,02,29
2004-02-29,Savings Bond,I,811279129.13,200402,2,2004,2,2004,1,02,29
2004-01-31,Savings Bond,EE,61022957.27,200401,1,2004,2,2004,1,01,31
2004-01-31,Savings Bond,I,787504536.75,200401,2,2004,2,2004,1,01,31
2003-12-31,Savings Bond,EE,39888606.76,200312,1,2004,1,2003,4,12,31
2003-12-31,Savings Bond,I,741133226.96,200312,2,2004,1,2003,4,12,31
2003-11-30,Savings Bond,EE,27580429.80,200311,1,2004,1,2003,4,11,30
2003-11-30,Savings Bond,I,710230127.66,200311,2,2004,1,2003,4,11,30
2003-10-31,Savings Bond,EE,19974713.39,200310,1,2004,1,2003,4,10,31
2003-10-31,Savings Bond,I,676868162.75,200310,2,2004,1,2003,4,10,31
2003-09-30,Savings Bond,EE,14823253.65,200309,1,2003,4,2003,3,09,30
2003-09-30,Savings Bond,I,453667585.55,200309,2,2003,4,2003,3,09,30
2003-08-31,Savings Bond,EE,11588103.84,200308,1,2003,4,2003,3,08,31
2003-08-31,Savings Bond,I,343878938.62,200308,2,2003,4,2003,3,08,31
2003-07-31,Savings Bond,EE,8217720.58,200307,1,2003,4,2003,3,07,31
2003-07-31,Savings Bond,I,253310039.43,200307,2,2003,4,2003,3,07,31
2003-06-30,Savings Bond,EE,4661962.36,200306,1,2003,3,2003,2,06,30
2003-06-30,Savings Bond,I,189530381.89,200306,2,2003,3,2003,2,06,30
2003-05-31,Savings Bond,EE,2147097.53,200305,1,2003,3,2003,2,05,31
2003-05-31,Savings Bond,I,147541113.23,200305,2,2003,3,2003,2,05,31
2003-04-30,Savings Bond,I,109362777.50,200304,1,2003,3,2003,2,04,30
2003-03-31,Savings Bond,I,69748967.50,200303,1,2003,2,2003,1,03,31
2003-02-28,Savings Bond,I,54555319.25,200302,1,2003,2,2003,1,02,28
2003-01-31,Savings Bond,I,43480581.58,200301,1,2003,2,2003,1,01,31
2002-12-31,Savings Bond,I,20198603.37,200212,1,2003,1,2002,4,12,31
2002-11-30,Savings Bond,I,6895321.95,200211,1,2003,1,2002,4,11,30
2002-10-31,Savings Bond,I,418986.03,200210,1,2003,1,2002,4,10,31
2002-09-30,Savings Bond,I,24240.14,200209,1,2002,4,2002,3,09,30
2002-08-31,Savings Bond,I,20937.17,200208,1,2002,4,2002,3,08,31
2002-07-31,Savings Bond,I,18457.21,200207,1,2002,4,2002,3,07,31
2002-06-30,Savings Bond,I,16706.24,200206,1,2002,3,2002,2,06,30
2002-05-31,Savings Bond,I,15201.98,200205,1,2002,3,2002,2,05,31
2002-04-30,Savings Bond,I,13562.53,200204,1,2002,3,2002,2,04,30
2002-03-31,Savings Bond,I,3219.15,200203,1,2002,2,2002,1,03,31
2002-02-28,Savings Bond,I,2918.83,200202,1,2002,2,2002,1,02,28
2002-01-31,Savings Bond,I,2459.84,200201,1,2002,2,2002,1,01,31
2001-12-31,Savings Bond,I,1862.46,200112,1,2002,1,2001,4,12,31
2001-11-30,Savings Bond,I,1582.01,200111,1,2002,1,2001,4,11,30
2001-10-31,Savings Bond,I,498.61,200110,1,2002,1,2001,4,10,31
